# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
2.50000000,0.29829702,0.00000000,-0.00000000,1.49886575,-2.13437079,1.24117853,-0.33665355,0.03503891,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.47840100,0.00000000,-0.00000000,-0.94535977,1.66952738,-1.06917435,0.30374939,-0.03243573,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2.50000000,0.74830329,-0.25374472,-0.26406001,0.42934536,-0.45082759,0.26769336,-0.07454588,0.00779047,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.87187800,0.34285312,-0.08184246,-0.49752334,0.61931499,-0.36724546,0.10622767,-0.01176805,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2.50000000,0.25881247,0.21788113,0.17440731,0.00735113,-0.11345490,0.06214260,-0.01672591,0.00193052,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.52371262,-0.28400162,0.13802155,-0.15019772,0.42222870,-0.33168106,0.10764770,-0.01283029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2.50000000,0.74002286,-0.22707019,-0.15650966,0.16924430,-0.32889834,0.30874325,-0.11324169,0.01430298,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.88227257,0.34579248,-0.21734785,-0.55948531,1.20706558,-0.97065112,0.33818647,-0.04259029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
